EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
656570.1549,6212438.852,1179896.425,669264.7751,2532281.881,-4081367.816,4049685.481,88845.46616,,275940.9815,5265479.248,-149383.4757,97083559.65,,8925304.888,18783134.47,Aceptado
1952597.222,42815489.9,14424500.1,304139.7898,355102.9456,-3562940.944,,412224.1883,5511302.424,8286243.805,14934559.14,,167751706,28324994.33,16674540.19,18474690.42,Aceptado
3123120.285,41225262.36,33897824.06,3318893.489,2652913.277,-1239183.11,,639386.0399,23228547.07,3827561.705,18684051,-5465937.146,288222431.1,419363572.2,31978725.41,,Aceptado
,2952650.038,4660053.267,181997.4322,,3344456.636,14873476.8,54467.37947,1240686.356,2236370.95,-2288264.49,435581.9837,62514302.1,6171908.084,17699720.07,10708525.04,Aceptado
1859565.109,,544710.5094,3648451.829,1135414.797,-7390578.221,7406785.091,,1332817.301,559966.9794,6660288.976,-1186510.787,55930261.28,29280463.33,7084856.276,9015184.719,Aceptado
68999.42292,5238583.578,20020724.16,,224916.402,7236305.038,8613997.491,270567.4329,312828.7225,261384.1141,10996677.12,-5822752.861,57826863.78,41010110.4,6459208.445,10471949.98,Aceptado
224464.9034,1115934.158,593645.4183,324486.7537,284032.2204,1969590.796,1724913.509,121930.3434,257540.0236,541019.258,-63405.88762,764128.9924,19243386.66,2719736.293,8687005.721,6833758.885,Aceptado
2580652.833,4738574.232,1599549.658,155006.2959,1982626.97,-7567649.91,1439658.405,,136127.972,8315401.352,-923542.3471,1134199.196,64842104.09,33770426.7,17400992.78,26335761.92,Aceptado
315513.2094,5246763.927,7943918.734,161939.9576,1266245.559,1461840.149,13767223.29,148032.3518,,532051.1701,11639096.12,-3937903.121,136981322.6,59064481.69,6934909.164,8425904.037,Aceptado
,21119158.69,8724072.35,,1323177.361,-769920.9442,35398409.48,,,3774590.182,13050788.71,,161143281.8,38985565.46,20208323.79,15550577.3,Aceptado
750646.4919,57691162.92,69052998.08,457334.0502,2619363.271,6057116.162,92612318.14,,,2554018.403,15872058.82,-3377207.514,,705616427.6,73233556.66,60687390.72,Aceptado
187274.1213,11032782.11,14368589.12,138307.495,,4100505.192,13689287.1,94254.43296,2982604.649,853689.14,11783662.99,-1158283.841,214128357.9,45906835.46,19621961.85,10422848.18,Aceptado
,4773573.284,,212913.9817,1304066.56,6398610.285,12577954.42,91756.39213,1369567.221,2098194.813,2569243.224,-619741.8934,130817925.3,,6434125.38,,Aceptado
6209330.813,73281775.34,52620081.29,,2363837.737,2115441.353,140000981.1,2938391.795,12518662.59,2928554.509,,-4702874.465,521768148.3,355191072.1,61949984.8,43252373.95,Aceptado
1968367.578,42755194.65,11304280.53,2591587.549,2219060.386,-4921046.578,,893458.7815,3631230.986,2371600.324,21711006.09,-3484451.115,298147872,164402724.2,,25036889.25,Aceptado
494917.6925,1284571.17,76684.44788,1551388.933,1304931.351,,,91271.97051,,102277.1833,3094223.006,-1870572.589,26205426.81,17994100.99,1464142.367,2243114.46,Aceptado
457136.8941,16290246.1,22834182.96,90883.6135,31869.18103,4606122.244,18578956.37,339934.7314,8460002.432,5700149.072,7242586.688,-5553104.763,36240088.45,14835870.18,6142559.261,4910626.446,Aceptado
,31423707.34,9504497.086,13157760.9,3313501.833,2723367.987,53688709.92,203726.0422,1369279.331,407406.6379,9657608.438,,,112216481.4,49285029.58,34999655.97,Aceptado
3351680.683,25656145.54,13966719.89,572618.3422,,-8268776.368,34445925.24,221366.2557,2703702.299,1586639.103,,-1982749.751,285782504.8,247016656.9,31291421,30203090.27,Aceptado
635838.7309,7901243.944,16521322.07,215406.6412,2487405.997,4168397.512,11997667.88,274018.5387,941200.5751,7178819.333,-488994.1243,-553262.321,82959557.92,232834576.8,27883706.99,29289451.18,Aceptado
,19817118.94,13585641.87,,623686.8579,-4211714.779,18244873.83,856671.5317,11565135.6,3174588.807,13759459.17,-5432886.259,88758093.4,59981487.47,4356616.873,6514872.25,Sospechoso
,38882220.81,21879722.66,,114899.2932,7245370.183,50492138.85,1184803.295,1417421.36,,,-4871072.574,56281890.29,52221033.72,20916768.3,28802173.24,Aceptado
644853.7571,8609961.742,13838863.1,202184.535,,3869645.078,16795655.38,210760.6147,2292748.592,2867508.897,7386852.315,-2809980.721,83809207.78,20946116.21,6595703.027,,Aceptado
2008499.058,6717480.849,5610836.306,1185981.626,724775.8455,1941963.49,19246089.94,248507.6695,625062.2219,4473561.93,-4360096.144,636139.6772,79328371.37,18473290.25,27618175.01,23736713.98,Aceptado
145182.9053,12469196.02,1145299.623,2704552.335,17492.59303,2924561.55,10466426.82,,178415.4895,419424.6035,7592788.557,-4062135.298,7493140.19,11022981.06,9592568.006,13607751.68,Aceptado
732274.3352,29701797.04,16910734.77,,665586.4017,6030625.732,67604987.75,262839.0658,2302034.735,2360009.758,,-2314901.365,120023139.2,61383132.9,41303583.47,30692504.7,Aceptado
153121.3612,768200.2813,243060.3872,1633521.626,983885.5614,5766829.712,,,45344.33393,,-16599038.71,140951.4905,6513166.325,15293496.08,6146803.193,9186970.232,Aceptado
5241298.857,37935160.9,14262067.23,4073923.734,3015429.669,-5768746.747,22437386.42,2688609.814,6686656.701,7075874.344,16849155.94,-49311.70405,236675421.3,111581251.6,38131355.92,27898463.14,Aceptado
,12137794.26,,80956.3498,1028191.694,8081904.001,,,,37858053.24,3964677.208,-1643008.427,,76618354.39,25004871.96,,Aceptado
,14654810.31,,23246800.55,3189699.636,-14368848.07,7962098.97,128800.0717,2899930.688,,,706471.5473,,43033672.44,13812188.56,,Aceptado
53507.38542,,999929.5463,87751.84587,14652.30932,7747352.337,1236611.761,79865.66546,988482.1228,1367298.887,,,430403.5668,3143875.911,,458487.7135,Aceptado
733666.0404,4691933.701,12033837.47,,770587.9651,4429327.513,16449945.4,155222.2193,1519631.872,4416651.817,-137998.8782,-2125541.199,77266734.91,40232819.22,8519849.349,12358315.7,Aceptado
540691.1461,23600643.68,16458824.96,,436608.6597,,43709154.1,703698.0455,1131927.495,1080225.506,1372641.906,-4714114.998,54730631.43,87342939.29,25300843.89,26330042.2,Aceptado
769641.7858,6491408.612,38023520.26,49863.58897,973657.156,7549744.548,36908726.36,187098.4972,5909398.068,15920978.45,-530844.5725,-2081865.387,,40895617.28,11794754.88,,Aceptado
193273.9469,1043714.857,,55700.4642,2122.56958,-2740260.059,1579572.568,116206.4139,591361.8454,786834.1509,-3176462.145,-5495434.572,915827.3193,8882427.124,1247771.511,1611251.522,Aceptado
1019323.757,87960706.87,76788260.4,831064.7279,,4096369.187,138910531.7,1431345.389,10822186.53,5166784.807,24653214.36,-7198957.536,338629613.9,,67630971.3,41610010.45,Aceptado
2004458.394,11945968.97,,7069036.649,2247497.733,-11581833.98,5358439.318,528982.4476,330197.6605,746417.7403,9456264.5,805500.3684,62209302.79,64810030.22,30832052.25,27461360.13,Aceptado
63928.92299,44555.50853,94820.37228,28755.9196,445019.4458,-435866.3469,47910.0354,103998.5623,310022.8548,416158.3855,-4062755.802,-1460723.868,4206243.219,8349091.831,,541044.6279,Aceptado
,4974149.156,,33363.6532,582303.27,,2111719.55,93012.82909,108226.8073,2091949.908,4270521.06,171169.863,51090839.21,25294144.66,10538664.08,18367349.7,Aceptado
1533079.352,31361123.41,,934004.894,3030913.237,5809236.891,54395509.94,813857.1671,,4483178.426,14537583.81,-4139390.923,364388131.1,330414291.4,31364221.35,26963831.9,Aceptado
1469300.95,9193634.001,136997.0484,5086611.816,,-11234102.33,6137435.669,121557.1971,1058152.856,13184.25331,9059681.894,-4455412.707,32321427.99,42189878.52,3411030.223,5365126.426,Sospechoso
273291.7374,5241807.063,14244358.54,45516.8826,,,14251581.65,329743.2579,,9531588.678,,-3309364.213,43216008.2,29505972.97,10158498.83,7187875.743,Aceptado
,3994255.743,375456.6211,358015.6199,529549.5433,,,153667.0817,755670.9515,408706.8098,9449762.751,-75823.33658,51175521.16,5365870.839,5417310.71,5020422.34,Aceptado
,,3105794.893,4491864.377,1596439.012,2909696.653,15372934.6,297018.575,2507581.69,,-514310.9092,-4302224.953,37327035.35,107461627.6,5673513.616,8497804.583,Aceptado
970087.0391,2668256.579,509372.9021,255587.1899,,-5448740.152,3406902.462,57205.40499,1969438.254,1654131.032,159831.6408,599163.1287,,5326304.82,6005517.565,4024788.515,Aceptado
,9665506.024,3098461.106,949810.2109,695549.1283,1086269.831,17284220.19,112083.3544,374255.9364,381648.8867,5315009.974,-2000970.3,71779021.07,37070934.95,13792594.27,16951729.35,Aceptado
532183.584,,510291.0568,1268916.181,485768.9681,,5786810.168,,653755.7594,603351.9039,5339498.781,-266415.5685,40848382.68,7595771.543,7092592.243,,Aceptado
221848.9695,984142.2163,,22298.92536,,6945622.969,954583.5565,136606.6709,91376.33029,3241911.263,,-470833.0648,61420477.58,17062834.95,,8897228.062,Aceptado
407239.749,1566489.409,852565.9759,301993.1677,2253275.176,-1665357.067,,196776.6343,994007.1677,2332033.909,-1376839.722,-1593439.931,26423533.02,,2657425.247,,Aceptado
217073.734,39036293.89,,9468261.91,303325.9039,8417877.724,93484827.02,,8573168.342,1010201.019,,-6806471.611,122085261.3,41474697.78,,14203229.65,Aceptado
10178968.73,44366793.14,7122990.298,7767326.57,6237308.479,-11581874.2,,701864.5185,10777003.29,5191432.105,19633097.24,-1520258.356,391973162.3,,32977057.14,27594591.76,Aceptado
,,2046111.584,304022.7951,1262667.432,5280849.203,4180774.6,47811.67263,1673228.52,216080.0359,594380.8025,-1520125.392,,12650425.13,4858015.249,,Aceptado
692673.5981,9580227.263,500988.4302,13663989.52,2796688.371,-924007.1333,14063551.51,914657.8658,1396546.169,2226793.049,,72333.28074,,,12938157.42,16728776.36,Aceptado
282594.1239,,13039762.78,471332.4462,92232.50835,7019201.143,13526578.61,107487.1758,504825.2762,199930.4555,2428811.973,-3214895.476,,11235684.74,8160721.969,,Aceptado
,947774.7021,267150.8736,811190.73,1504428.253,4277776.45,1632764.923,,219966.317,,-5209400.318,850636.7027,,6999630.467,10485783.94,6720851.189,Aceptado
12300.11599,130424.3734,2829128.838,36121.12666,,8704522.618,2153284.923,43693.8278,710411.5482,482310.2733,-8971476.25,-3815695.688,,1390139.221,406161.3718,355314.7981,Aceptado
90630.83648,1595270.189,2316722.155,183555.812,264347.2729,7105050.801,1609037.225,339324.055,246286.1783,3657898.055,-5577107.998,-1909452.088,5342618.997,,1774191.338,,Aceptado
504986.5002,24580020.64,9014529.381,2374107.374,1421053.445,2482319.134,30105808.28,188733.0585,1661705.279,,7346134.533,-4645366.176,101018130.1,167191112.9,15025606.42,19287944.63,Aceptado
122993.3894,2902321.421,783020.7217,871298.0726,1299414.212,2884170.715,3152366.238,83457.35062,101232.5085,95369.65658,-83314.99662,,,62288477.67,3770760.774,9497421.089,Aceptado
680726.5419,15853229.3,7831534.859,1108353.871,269811.8558,3473797.631,32268924.72,354943.8968,1469328.302,5900383.499,1369908.863,,30505970.22,66878618.9,16640965.28,23749914.08,Aceptado
288131.306,6955869.223,7645594.783,111024.7848,526378.6994,2128871.437,9247749.392,119417.1261,970896.1671,1460160.798,7300634.491,-2215590.899,60058686.52,31907004.7,9316401.824,11987468.85,Aceptado
,64980301.16,32164534.75,5239526.749,6637440.142,-4656671.71,59813485.05,1704671.885,10691796.92,,18333004.81,-2361483.89,416655350.4,,71323573.7,44162783.77,Aceptado
78532.22594,,25025575.85,12450.07046,142071.1022,8346204.153,3503286.894,,565745.644,3242104.851,,-5638493.392,12434279.01,46870662.43,3421198.146,,Aceptado
2746631.5,41635362.44,22101231.91,8365500.733,,2397361.849,,1376812.891,1702968.097,5592438.697,8117053.346,-1957715.269,198189161.1,388363396.5,,48308037.97,Aceptado
,5151538.637,315149.2416,935125.8193,438065.0963,-7168823.897,5180556.357,423028.0617,2830612.545,752924.4997,13359848.74,-1312661.499,,6781266.43,,3206192.025,Aceptado
1069642.377,24396075.89,68804597.39,204827.0737,226076.962,,61872151.25,801722.5445,9501952.437,13858301.64,6996417.263,-6591096.446,127426953.9,66042819.2,,,Aceptado
,17747092.54,41014873.91,189324.3432,558643.8398,7907135.328,44729566.01,566399.136,5703161.514,9356191.991,7481637.319,-6888271.603,97718400.86,120238725.3,5981625.403,13158631.79,Aceptado
574373.7876,8107869.027,8480250.974,,134309.8801,2789369.576,,403141.3197,1349706.541,16845950.28,-8320587.75,-2932637.256,,81002808.89,15866995.39,,Aceptado
383423.0892,18089518.94,10882422.64,1621689.201,727874.2138,5667614.051,25834707.92,,897924.1097,1759308.418,,-1732330.426,75401180.63,,,23961157.23,Aceptado
637901.9094,7722122.02,1176973.28,2416874.124,242566.0886,1543936,10081791.89,,241137.6701,,-2862965.89,-779196.1239,14067485.2,20292939.59,12664724.75,,Aceptado
,4620787.575,11449586.09,462589.9308,3854210.008,,7546857.529,277100.8391,4734172.276,3703120.178,2807661.548,-583553.6078,142062291.2,,,,Aceptado
149533.1004,13126922.45,,994156.5557,862948.0959,,19727219.66,360447.1433,2735849.064,666918.365,14633371.82,-4021425.088,88104253.83,29981030.23,8912440.588,6839150.109,Sospechoso
4402160.899,14191311.58,52039.35091,10667848.77,1337197.173,-13916151.31,,520186.0599,2605880.735,371860.2178,18419706.25,37688.92454,86145082.82,,,8825684.215,Aceptado
4933535.194,40677397.69,43885074.35,307504.683,1207562.828,-2151364.14,54086183.79,,1688803.16,4452591.019,17600884.6,-1952362.136,368231870.4,,40906979.91,48064021.3,Aceptado
8497444.569,,23041393.55,,2546315.137,1751170.81,35793452.07,594855.9733,1733945.747,4653220.761,4707594.631,-437148.8216,195496317.8,,27084519.09,39600213.83,Aceptado
536460.1986,2646726.837,,1300243.212,960423.6694,5304932.697,,95373.2918,,3484520.48,-9289074.97,435569.766,,17787835.82,,15453923.58,Aceptado
,20769465.6,31854355.83,202853.8609,1408401.13,,35899398.3,418794.2178,,3487197.605,13566860.38,-1327574.846,245639486.3,,28499506.19,,Aceptado
46071.82185,,156487.1124,53225.95539,281656.8094,3685457.612,572466.0317,52512.43638,25122.75604,763473.2149,-7569221.546,,6527670.066,,3365857.304,4766062.129,Aceptado
625067.4623,4692133.074,,,3981933.266,2505937.749,17365704.58,151813.9818,10364848.49,228867.2299,6476549.795,-3494459.868,131402603.7,,3691326.297,1856914.512,Aceptado
,3739271.912,5877807.775,262158.8697,250110.9437,7764086.783,,127378.4854,1838295.55,453029.3062,345686.0353,-5614579.764,15571192.34,15050204.65,2038322.713,2173878.309,Aceptado
,11502.04878,6520.484347,349194.7318,,2840854.671,169980.7844,28754.06506,250940.0819,102776.591,-17054808.66,-1163893.179,527016.1375,4221191.156,531098.0555,,Aceptado
43182.92799,2536.814453,,26649.68741,104244.1911,-3694770.271,1405.745274,36626.8485,32574.14487,84744.93444,-10641597.23,-667782.0615,194649.9167,1861516.353,56604.62279,110174.1432,Aceptado
100951.5342,7326269.096,9017138.498,,541165.5902,8083911.259,,175953.1281,132058.3043,1485328.762,-1291963.076,-1396061.349,,25598200.52,18307232.97,23431690.87,Aceptado
,,6929630.33,369889.4005,1784841.196,7762231.523,4125047.601,187051.1177,1828619.606,42193.51272,10516742.25,-5557624.759,71789105.91,,1291339.781,1626322.375,Aceptado
8339425.871,12699500.04,353365.7468,1636633.42,7455155.607,,5177855.079,238491.8027,1235276.401,6552496.238,4827262.053,1167056.675,,188545784.8,35755437.55,,Aceptado
3930753.364,,2900340.342,8256616.71,4095564.189,-4001501.117,18278785.23,224566.5152,1090583.794,1367610.35,6178231.468,959247.2192,211923493.5,,28104894.82,27774319.41,Aceptado
6892962.687,,4369101.616,,1574587.5,-9911637.069,,115198.6183,2049142.294,8465089.111,6522746.211,1186136.03,,8479595.078,23548286.39,17764722.11,Aceptado
270698.2398,297118.6593,14273.27948,,230773.3795,,375103.278,279447.5753,666450.4187,,-6021919.203,-516869.4663,,2998906.339,333895.9853,1229145.117,Aceptado
979344.3528,42008140.06,28859442.92,4678163.533,2366498.1,2301520.124,80707132.07,401667.6512,,920291.5326,19895097.2,-5796922.391,,368201114.5,35196636.03,22933968.01,Aceptado
,26820395.27,1354576.443,,1429556.394,-7852270.387,46952660.77,511311.7855,,1896407.776,,,112039975.9,102031729.4,33175898.53,34187630.41,Aceptado
138085.901,8374591.823,9043958.359,71311.28125,416205.1636,4102148.579,,77938.56647,187111.4757,374188.0564,13276809.18,-447746.9433,140086515.5,10912888.58,18654936.25,,Aceptado
511246.2589,7845615.105,11165718.59,97856.33502,788222.5486,3900892.453,14077141.38,,272108.8455,5496436.447,-3718847.509,94641.32479,86952966.09,,31425492.14,25978719.22,Aceptado
1313347.077,3141253.583,,114199.5241,989152.7264,-220097.6942,9646688.201,157766.2279,1026998.59,7249550.434,-9242891.303,-158084.8811,41944541.81,137824229.2,,,Aceptado
242666.2727,3926296.414,,143112.2847,323062.5659,6965243.556,15747107.78,54884.0408,1757885.566,2096819.034,,-3811110.828,43839601.83,16783732.06,,5525742.789,Aceptado
,,3255534.787,657498.7376,262089.4763,7915294.511,5131279.441,279757.217,,291544.1254,4875405.539,-2608240.191,28121960.42,3166834.409,1395388.166,3223448.542,Aceptado
1079603.929,20490194.41,9722425.307,,,2315074.85,28184632.8,1107762.636,3711555.951,3527053.276,11127556.1,-3251212.874,59971504.99,47332050.19,13538495.17,18515290.88,Aceptado
528688.3909,,17338639.89,1039134.85,1783330.651,8662320.063,22063414.99,,64836.5473,14133224.97,-15409866.14,896852.2943,62674798.98,33876090.52,,43952736.41,Aceptado
173072.1606,6119679.988,,,1457911.624,8509525.136,19048360.95,287930.2424,1514989.124,3534576.916,2226737.122,-1706207.141,113174206.6,15869371.13,,,Aceptado
,1223284.087,13543896.7,67933.64119,,7262147.957,3909885.22,112159.618,903877.5758,2075547.417,,-833117.9761,56402658.59,16695065.86,5631265.816,7538178.49,Aceptado
1002469.91,27369437.76,965045.2015,3614387.172,853675.7215,-9046622.486,26747331.95,105402.3377,867409.9209,,,-7081088.084,98794183.54,163456263.3,2745483.854,11629712,Sospechoso
805145.8481,,12389467.32,60278.78929,537576.4593,4319575.274,,,683063.3898,19756219.59,,734793.9873,32247925.41,42617280.62,,26231259.78,Aceptado
,10901077.8,2653921.546,3986279.533,2828853.36,-5290094.355,11626023.43,450433.6247,2677248.497,,235741.8243,25625.80044,,,,,Aceptado
58347.26655,192131.238,99342.07516,245364.9522,485704.8605,5947603.287,466549.8511,,36135.55825,107374.0617,-15999315.03,867256.4791,5840770.75,,5536271.788,3445914.836,Aceptado
1620620.364,5597367.63,,,2856314.013,-540385.2569,5391641.067,508230.9437,4934620.417,,-664505.7341,-872578.378,52124657.32,34048090.13,,4807756.039,Aceptado
258334.3661,5921352.183,85104.48761,1020309.496,314799.2437,-5006917.467,4730094.232,100842.381,713390.4544,133419.3793,6455810.776,,21925571.51,11233853.28,1224301.735,2892068.046,Aceptado
131063.2725,,6859124.308,49401.50854,58822.45275,7686323.782,5390895.461,155119.508,138094.4473,5612199.887,-6042054.935,209240.5235,,2775277.27,7258313.143,11954326.89,Aceptado
,53602158.88,,3825731.567,,-11496364.56,32727936.36,,4725449.044,1702124.3,21011576.45,-1471889.314,,290272158.1,39366139.21,31808036.16,Aceptado
604539.5593,1944283.664,2347544.833,44833.57288,153046.9782,-1548832.329,2246165.686,64473.54941,,2492535.922,224203.134,,30550305.08,2873755.856,10587550.84,8117898.372,Aceptado
22977.6456,301907.0666,2697248.13,5266.143886,367436.6042,6783975.813,808065.0106,76006.66013,35233.64085,848065.9232,5414358.939,397703.6461,47484329.39,2489620.198,3528248.152,,Aceptado
764151.6931,11042844.39,931884.0527,548350.1666,,-2555861.114,8058330.584,91174.6616,440526.3975,,-2208331.636,1177920.376,56374023.43,,37106882.12,25320495.33,Aceptado
,37283795.13,,8298297.527,1122593.37,-349057.792,,,1900887.15,1453207.785,11303914.08,-737858.3759,160101857.6,36275287.02,34439987.38,27517773.7,Aceptado
810498.7376,9273551.686,15300903.05,145594.6411,293091.2452,4028103.44,23427778.01,1642898.966,8412511.117,,4978403.44,-2679980.611,60010947.08,,,8390000.429,Aceptado
4818480.757,58898882.35,4865406.466,4279953.539,,-12226062.37,51206921.1,836617.6044,,1911086.855,,-1982452.506,300251597.5,123847377.3,,32007580.46,Aceptado
3457141.57,22698029.54,3825777.642,3896926.718,815618.221,-3386920.096,19901682.51,421260.2697,2416804.729,4566844.41,7164404.351,872338.3559,106205410.6,,24527800.86,,Aceptado
6771886.447,,41465272.84,59902790.68,4565412.526,7340162.308,105448148.1,1486947.169,9369177.642,11839983.58,2442434.156,,370696611.4,122084261.8,65075904.26,45769876.76,Aceptado
6209621.194,21116731.44,16490073.44,1746765.3,4896333.824,-6240298.486,12943122.87,1788653.082,5998439.983,4521541.821,19188598.02,240892.0488,,105871644.3,25722462.33,,Aceptado
260528.0366,,8073536.588,1350210.538,2201671.33,2268681.646,20033450.09,149517.9802,690853.4781,256401.3295,9421231.514,-4683675.228,103026963.7,327624902.6,16653252.34,,Aceptado
858456.6356,7016082.081,2856861.303,1340085.672,1691624.413,-111838.7882,9712546.19,151727.265,621734.9142,622182.1952,4575952.671,-171944.4103,,24433241.31,11509680.91,13922554.05,Aceptado
,16166072.94,,,,5307332.968,24689966.97,473155.5654,2039917.783,4227645.817,11968455.77,-4477309.357,109030526.1,101842433.6,9562963.528,16484223.95,Aceptado
690032.8669,7768030.972,1811729.213,7086504.164,2522020.518,1030113.268,19778939.91,54890.83043,919483.7872,,584932.432,,81533222.55,83510151.87,14290902.47,15747403.17,Aceptado
1817007.21,17931180.56,13695571.36,3014282.126,764550.7748,1696416.887,,220804.7995,4104427.435,2669973.945,897723.4488,-3880632.227,84248581.52,178258732.1,33841736.44,,Aceptado
,1336524.176,2096975.851,137790.0471,721199.9631,3595921.401,1742245.31,110460.9102,203169.9835,3940374.712,,33848.57682,10749868.86,28395032.2,8009247.051,11999583.41,Aceptado
456475.4788,6869960.053,6819009.996,829234.7329,1728976.318,1944690.154,17019284.93,210692.689,1530650.199,788375.2935,,-3562429.994,,131637980.6,14308763.05,12750366.98,Aceptado
1007617.099,,3533183.356,,2326410.191,-6805208.712,,444426.3452,1043207.909,970874.1122,16124912.97,-10671.3415,211526827.4,63349239.49,32155437.01,22298095.06,Aceptado
,397208.5999,424026.2039,202605.0348,107883.9567,,2432869.797,57732.51961,93638.72695,299706.6955,-8747178.795,-1791460.947,4675815.355,5998319.416,2933335.373,3803275.302,Aceptado
222056.1662,27470844.73,,,541873.2907,8315972.091,71099916.83,158709.0501,1836878.994,,-795955.3337,-3323677.299,105003279.2,93755079.88,,32769030.85,Aceptado
617534.6248,11485366.77,2354020.798,595543.0677,,-5922941.134,11990422.5,76963.73147,3016459.085,384430.9862,11635936.73,-3658138.645,144448730.6,129963647.6,6267758.206,7002239.398,Sospechoso
20065.19096,4645045.501,7153889.024,57458.04748,56424.58123,,10715634.16,58379.03142,390727.627,129385.3435,680776.9588,-6937002.171,14188197.98,35829321.84,6898559.106,5198889.251,Aceptado
3430399.776,,412832.7088,101510705.7,4128091.569,-10863928.33,18397217.14,1384826.072,7976411.357,289089.8959,15071746.48,-4141511.18,106177705.4,254768718.1,11364698.91,8349399.991,Sospechoso
114739.8812,,,353451.0533,,-2102158.524,682258.5054,217004.8214,958775.7829,119599.1627,3840128.442,-4149049.206,5622229.36,14898977.58,1446173.648,1189677.275,Aceptado
200781.0706,1284858.607,293655.5798,598992.1586,1530004.56,2504595.141,1719432.286,117212.0927,39061.08702,573734.2201,-5355332.577,301786.9321,31751625.1,15847467,5476931.582,9444032.292,Aceptado
,12373810.76,11380770.64,,,4202301.396,,561455.6661,536053.0036,7272844.245,5619516.016,,68275312.2,49705247.88,17884980.75,28297024.78,Aceptado
46882.4908,37934.80737,,104750.3418,166564.0911,8192998.489,304329.9396,25789.76428,31195.27945,761852.8499,-18975645.08,708128.1114,1558464.357,1213555.682,1182899.572,2662823.086,Aceptado
1827771.954,46154372.57,26939751.03,,1304634.829,-2523820.08,50688465.15,2130163.468,3918933.635,4402084.727,26387554.28,,,279304090.1,20149946.66,32305666.49,Aceptado
690305.4477,4948830.522,11201276.75,1144227.545,617103.1586,6112878.298,16315773.84,326560.8149,,2681506.513,-2892590.217,-1360018.698,37121168.36,53890654.59,18500777.35,24433520.1,Aceptado
,10177856.37,19174.03773,,,-14302699.55,5847488.759,400260.405,,1591825.492,,839965.9023,113982432.6,241216357.2,19316588.27,21418668.34,Aceptado
258842.7371,8606259.514,13502657.86,308378.0377,567436.7566,5763911.17,23720752.07,91910.85888,306643.7065,631030.4759,,-1983281.386,86103082.16,57975072.93,30559299.62,23897438.47,Aceptado
399789.0197,1204034.825,10117035.12,39030.46829,866444.112,7057741.033,2674220.535,218928.155,87578.47071,,,954307.2757,25685556.04,,14717482.24,23577042.65,Aceptado
2008330.32,12549088.92,19932130.99,2126557.717,5351628.973,4773902.286,,251337.7328,670865.643,,-4658469.322,-1174194.655,160303425.2,840150178.8,29616550.98,41077881.07,Aceptado
180185.5155,4590087.348,,,1043931.138,-1730058.826,5182866.654,146772.0234,1408281.815,139100.6913,8489397.579,-5476130.678,22584281.13,66828724.16,1728692.077,3995363.996,Aceptado
2258526.427,8642618.006,858840.1776,16057904.84,6349565.695,-4147630.878,,,923035.0242,1991333.613,1324848.085,44114.63796,125123990.6,279453137.3,20139865.11,26493044.46,Aceptado
3683287.404,,655254.0156,739017.203,5793756.631,,1899737.472,193289.901,8458138.014,5155043.634,501451.1295,118480.5736,84862312.8,79357069.65,3645533.065,2679553.304,Aceptado
,8797712.656,21654479.38,,405413.8424,8179294.037,27725523.61,91861.14203,1979415.683,43188.37715,11548235.47,-7581292.701,90641187.17,,3377979.64,5367083.349,Aceptado
,21102905.63,13856367.16,29703576.59,2780898.742,2014053.014,53375485.58,450987.5819,16612207.33,1251853.71,9262081.064,-6902906.113,138784586.6,279555562.8,6388021.277,8028876.688,Aceptado
50356.47312,74639.90498,157133.1732,67604.48777,294873.5573,2587358.503,320452.2977,25265.03618,91567.73235,28888.51468,,-4465331.584,2537462.866,,620256.9334,1016501.238,Aceptado
601807.7886,1455674.654,911442.4494,135644.2757,1388254.218,,614873.3073,73565.92094,119014.339,1202132.798,-4771316.404,158432.3327,30069539.64,,,8522195.693,Aceptado
8924.832465,3075294.991,6907933.205,414164.9155,145542.8174,,10433259.95,103085.5189,25337.01589,135789.2483,-432776.7549,-1991102.525,18954950.74,3566077.232,5788459.394,11928101.2,Aceptado
,124588.3241,4307.442136,97215.64521,12999.44499,1461086.178,,58426.34379,19605.65737,242296.128,,-1287357.133,556054.5259,1062274.241,133341.8075,884112.3082,Aceptado
1097417.341,8352256.535,,1495477.111,1538910.615,-4000929.88,8695889.342,324899.1331,1336080.232,2361769.84,2340158.644,-1336408.346,51093956.2,78630217.32,12184289.29,13496075.92,Aceptado
2124800.006,1570468.611,1625561.904,,443632.1972,-5455062.506,2184828.063,327235.6888,3327418.904,9931285.636,-4138735.966,-666043.4965,10787165.39,24468162.6,4018874.754,5287169.42,Aceptado
32386.17866,435505.6979,3162659.03,7943.837908,244649.0528,6968284.683,516162.219,17602.09755,14153.95169,211043.0988,,-2298219.726,15082000.19,,938856.6904,3817912.762,Aceptado
1421008.75,,45007873.2,1491898.847,1663233.461,6285664.335,79500418.48,,1563003.66,6654947.661,13451634.28,-1320987.455,330131829,135520057.4,49142547.69,,Aceptado
